DHR237R,φ0.2×R0.02×1,0.4,45,K-016
DHR237R,φ0.2×R0.02×1.5,0.4,45,K-016
DHR237R,φ0.2×R0.05×0.5,0.4,45,K-016
DHR237R,φ0.2×R0.05×1,0.4,45,K-016
DHR237R,φ0.2×R0.05×1.5,0.4,45,K-016
DHR237R,φ0.3×R0.02×1,0.6,45,K-016
DHR237R,φ0.3×R0.02×1.5,0.6,45,K-016
DHR237R,φ0.3×R0.02×2,0.6,45,K-016
DHR237R,φ0.3×R0.05×1,0.6,45,K-016
DHR237R,φ0.3×R0.05×1.5,0.6,45,K-016
DHR237R,φ0.3×R0.05×2,0.6,45,K-016
DHR237R,φ0.4×R0.02×1,0.8,45,K-016
DHR237R,φ0.4×R0.02×2,0.8,45,K-016
DHR237R,φ0.4×R0.02×3,0.8,45,K-016
DHR237R,φ0.4×R0.02×4,0.8,45,K-016
DHR237R,φ0.2×R0.02×0.5,0.4,45,K-016
DHR237R,φ0.4×R0.05×1,0.8,45,K-016
DHR237R,φ0.4×R0.05×2,0.8,45,K-016
DHR237R,φ0.4×R0.05×3,0.8,45,K-016
DHR237R,φ0.4×R0.05×4,0.8,45,K-016
DHR237R,φ0.4×R0.1×1,0.8,45,K-016
DHR237R,φ0.4×R0.1×2,0.8,45,K-016
DHR237R,φ0.4×R0.1×3,0.8,45,K-016
DHR237R,φ0.4×R0.1×4,0.8,45,K-016
DHR237R,φ0.5×R0.02×2,1,45,K-017
DHR237R,φ0.5×R0.02×3,1,45,K-017
DHR237R,φ0.5×R0.02×4,1,45,K-017
DHR237R,φ0.5×R0.02×5,1,45,K-017
DHR237R,φ0.5×R0.05×2,1,45,K-017
DHR237R,φ0.5×R0.05×3,1,45,K-017
DHR237R,φ0.5×R0.05×4,1,45,K-017
DHR237R,φ0.5×R0.05×5,1,45,K-017
DHR237R,φ0.5×R0.1×2,1,45,K-017
DHR237R,φ0.5×R0.1×3,1,45,K-017
DHR237R,φ0.5×R0.1×4,1,45,K-017
DHR237R,φ0.5×R0.1×5,1,45,K-017
DHR237R,φ0.6×R0.02×2,1.2,45,K-017
DHR237R,φ0.6×R0.02×4,1.2,45,K-017
DHR237R,φ0.6×R0.02×6,1.2,45,K-017
DHR237R,φ0.6×R0.05×2,1.2,45,K-017
DHR237R,φ0.6×R0.05×4,1.2,45,K-017
DHR237R,φ0.6×R0.05×6,1.2,45,K-017
DHR237R,φ0.6×R0.1×2,1.2,45,K-017
DHR237R,φ0.6×R0.1×4,1.2,45,K-017
DHR237R,φ0.6×R0.1×6,1.2,45,K-017
DHR237R,φ0.8×R0.02×4,1.6,45,K-017
DHR237R,φ0.8×R0.02×6,1.6,45,K-017
DHR237R,φ0.8×R0.02×8,1.6,50,K-017
DHR237R,φ0.8×R0.05×4,1.6,45,K-017
DHR237R,φ0.8×R0.05×6,1.6,45,K-017
DHR237R,φ0.8×R0.05×8,1.6,50,K-017
DHR237R,φ0.8×R0.1×4,1.6,45,K-017
DHR237R,φ0.8×R0.1×6,1.6,45,K-017
DHR237R,φ0.8×R0.1×8,1.6,50,K-017
DHR237R,φ1×R0.05×3,2,45,K-017
DHR237R,φ1×R0.05×4,2,45,K-017
DHR237R,φ1×R0.05×5,2,45,K-017
DHR237R,φ1×R0.05×6,2,45,K-017
DHR237R,φ1×R0.05×8,2,50,K-017
DHR237R,φ1×R0.05×10,2,50,K-017
DHR237R,φ1×R0.1×3,2,45,K-017
DHR237R,φ1×R0.1×4,2,45,K-017
DHR237R,φ1×R0.1×5,2,45,K-017
DHR237R,φ1×R0.1×6,2,45,K-017
DHR237R,φ1×R0.1×8,2,50,K-017
